EmployeeKey,EmployeeNumber,Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DepartmentKey,JobRoleKey,EducationFieldKey,GenderKey,MaritalStatusKey,BusinessTravelKey,OverTimeKey,AttritionKey
597,826,35,1258,1,4,4,40,4,1,3,2506,13301,3,13,3,3,0,7,0,3,2,2,2,2,2,2,1,1,1,1,2,2
598,827,42,932,1,2,4,43,2,2,4,6062,4051,9,13,3,4,1,8,4,3,4,3,0,2,2,4,1,1,2,1,1,2
599,828,28,890,2,4,3,46,3,1,3,4382,16374,6,17,3,4,0,5,3,2,2,2,2,1,2,2,3,2,1,1,2,1
600,829,36,1041,13,3,3,36,3,1,2,2143,25527,4,13,3,2,1,8,2,3,5,2,0,4,3,9,6,2,2,1,2,2
601,830,32,859,4,3,3,98,2,2,3,6162,19124,1,12,3,3,1,14,3,3,14,13,6,8,2,4,1,1,2,1,2,2
602,832,40,720,16,4,1,51,2,2,3,5094,11983,6,14,3,4,0,10,6,3,1,0,0,0,2,3,3,2,1,2,2,2
603,833,30,946,2,3,3,52,2,2,4,6877,20234,5,24,4,2,0,12,4,2,0,0,0,0,2,4,3,1,1,1,1,2
604,834,45,252,2,3,2,95,2,1,3,2274,6153,1,14,3,4,0,1,3,3,1,0,0,0,2,2,1,1,1,1,2,2
605,836,42,933,29,3,2,98,3,2,2,4434,11806,1,13,3,4,1,10,3,2,9,8,7,8,2,4,1,2,2,1,2,2
606,837,38,471,12,3,1,45,2,2,1,6288,4284,2,15,3,3,1,13,3,2,4,3,1,2,2,5,1,2,3,2,2,2
607,838,34,702,16,4,3,100,2,1,4,2553,8306,1,16,3,3,0,6,3,3,5,2,1,3,2,2,1,1,1,2,2,2
608,840,49,1184,11,3,3,43,3,3,4,7654,5860,1,18,3,1,2,9,3,4,9,8,7,7,1,1,4,1,2,1,2,1
609,842,55,436,2,1,3,37,3,2,4,5160,21519,4,16,3,3,0,12,3,2,9,7,7,3,1,1,3,2,1,1,2,1
610,843,43,589,14,2,2,94,3,4,1,17159,5200,6,24,4,3,1,22,3,3,4,1,1,0,2,8,1,2,2,1,2,2
611,844,27,269,5,1,3,42,2,3,4,12808,8842,1,16,3,2,1,9,3,3,9,8,0,8,2,8,5,2,3,1,1,2
612,845,35,950,7,3,3,59,3,3,3,10221,18869,3,21,4,2,0,17,3,4,8,5,1,6,2,4,2,2,1,1,2,2
613,846,28,760,2,4,2,81,3,2,2,4779,3698,1,20,4,1,0,8,2,3,8,7,7,5,1,1,4,1,2,1,1,2
614,847,34,829,3,2,3,88,3,1,4,3737,2243,0,19,3,3,1,4,1,1,3,2,0,2,3,9,6,2,2,1,2,2
615,848,26,887,5,2,3,88,2,1,3,2366,20898,1,14,3,1,1,8,2,3,8,7,1,7,2,2,3,1,2,2,1,1
616,850,27,443,3,3,4,50,3,1,4,1706,16571,1,11,3,3,3,0,6,2,0,0,0,0,2,2,3,2,2,3,2,2
617,851,51,1318,26,4,1,66,3,4,3,16307,5594,2,14,3,3,1,29,2,2,20,6,4,17,1,6,4,1,2,1,2,2
618,852,44,625,4,3,4,50,3,2,2,5933,5197,9,12,3,4,0,10,2,2,5,2,2,3,2,5,3,2,1,1,2,2
619,854,25,180,2,1,1,65,4,1,1,3424,21632,7,13,3,3,0,6,3,2,4,3,0,1,2,2,3,2,1,1,2,2
620,855,33,586,1,3,1,48,4,2,1,4037,21816,1,22,4,1,1,9,5,3,9,8,0,8,1,1,3,2,3,1,2,2
621,856,35,1343,27,1,3,53,2,1,1,2559,17852,1,11,3,4,0,6,3,2,6,5,1,1,2,2,3,1,1,1,2,2
622,857,36,928,1,2,2,56,3,2,4,6201,2823,1,14,3,4,1,18,1,2,18,14,4,11,1,1,1,2,2,1,1,2
623,859,32,117,13,4,2,73,3,2,4,4403,9250,2,11,3,3,1,8,3,2,5,2,0,3,1,1,1,2,3,1,2,2
624,861,30,1012,5,4,2,75,2,1,4,3761,2373,9,12,3,2,1,10,3,2,5,4,0,3,2,2,1,2,3,2,2,2
625,862,53,661,7,2,1,78,2,3,4,10934,20715,7,18,3,4,1,35,3,3,5,2,0,4,1,1,4,1,2,1,1,2
626,864,45,930,9,3,4,74,3,3,1,10761,19239,4,12,3,3,1,18,2,3,5,4,0,2,1,1,4,2,3,1,1,2
627,865,32,638,8,2,3,91,4,2,3,5175,22162,5,12,3,3,1,9,3,2,5,3,1,3,2,2,3,1,2,1,2,2
628,867,52,890,25,4,3,81,2,4,4,13826,19028,3,22,4,3,0,31,3,3,9,8,0,0,2,4,3,1,2,2,2,2
629,868,37,342,16,4,4,66,2,2,3,6334,24558,4,19,3,4,2,9,2,3,1,0,0,0,1,1,4,2,3,1,2,2
630,869,28,1169,8,2,2,63,2,1,4,4936,23965,1,13,3,4,1,6,6,3,5,1,0,4,3,9,3,2,3,1,2,2
631,872,22,1230,1,2,4,33,2,2,4,4775,19146,6,22,4,1,2,4,2,1,2,2,2,2,2,4,1,2,2,1,2,2
632,874,44,986,8,4,1,62,4,1,4,2818,5044,2,24,4,3,1,10,2,2,3,2,0,2,2,3,1,2,2,1,1,2
633,875,42,1271,2,1,2,35,3,1,4,2515,9068,5,14,3,4,0,8,2,3,2,1,2,2,2,2,3,2,1,2,1,2
634,878,36,1278,8,3,1,77,2,1,1,2342,8635,0,21,4,3,0,6,3,3,5,4,0,3,3,9,1,2,2,1,2,2
635,879,25,141,3,1,3,98,3,2,1,4194,14363,1,18,3,4,0,5,3,3,5,3,0,3,1,1,2,2,2,1,1,2
636,880,35,607,9,3,4,66,2,3,3,10685,23457,1,20,4,2,1,17,2,3,17,14,5,15,2,4,1,1,2,1,1,2
637,881,35,130,25,4,4,96,3,1,2,2022,16612,1,19,3,1,1,10,3,2,10,2,7,8,2,2,1,1,3,2,1,1
638,882,32,300,1,3,4,61,3,1,4,2314,9148,0,12,3,2,1,4,2,3,3,0,0,2,2,3,1,2,3,3,2,2
639,885,25,583,4,1,3,87,2,2,1,4256,18154,1,12,3,1,0,5,1,4,5,2,0,3,1,1,4,2,2,1,2,2
640,887,49,1418,1,3,3,36,3,1,1,3580,10554,2,16,3,2,1,7,2,3,4,2,0,2,2,2,5,1,2,1,2,2
641,888,24,1269,4,1,1,46,2,1,4,3162,10778,0,17,3,4,0,6,2,2,5,2,3,4,2,3,1,2,2,3,2,2
642,889,32,379,5,2,2,48,3,2,2,6524,8891,1,14,3,4,1,10,3,3,10,8,5,3,1,1,1,2,2,2,2,2
643,893,38,395,9,3,2,98,2,1,2,2899,12102,0,19,3,4,1,3,3,3,2,2,1,2,1,7,4,2,2,1,2,2
644,894,42,1265,3,3,3,95,4,2,4,5231,23726,2,13,3,2,1,17,1,2,5,3,1,3,2,3,1,1,2,1,1,2
645,895,31,1222,11,4,4,48,3,1,4,2356,14871,3,19,3,2,1,8,2,3,6,4,0,2,2,2,1,2,2,1,1,2
646,896,29,341,1,3,2,48,2,1,3,2800,23522,6,19,3,3,3,5,3,3,3,2,0,2,1,7,3,1,3,1,1,1
647,897,53,868,8,3,1,73,3,4,4,11836,22789,5,14,3,3,1,28,3,3,2,0,2,2,1,1,4,2,2,1,2,2
648,899,35,672,25,3,4,78,2,3,2,10903,9129,3,16,3,1,0,16,2,3,13,10,4,8,2,4,5,2,2,1,2,2
649,900,37,1231,21,2,3,54,3,1,4,2973,21222,5,15,3,2,1,10,3,3,5,4,0,0,1,7,3,1,2,2,2,2
650,901,53,102,23,4,4,72,3,4,4,14275,20206,6,18,3,3,0,33,0,3,12,9,3,8,2,8,1,1,1,1,2,2
651,902,43,422,1,3,4,33,3,2,4,5562,21782,4,13,3,2,1,12,2,2,5,2,2,2,2,5,1,1,2,2,2,2
652,903,47,249,2,2,3,35,3,2,4,4537,17783,0,22,4,1,1,8,2,3,7,6,7,7,1,1,4,1,2,1,1,2
653,904,37,1252,19,2,1,32,3,3,2,7642,4814,1,13,3,4,0,10,2,3,10,0,0,9,1,1,3,2,1,3,1,2
654,905,50,881,2,4,1,98,3,4,1,17924,4544,1,11,3,4,1,31,3,3,31,6,14,7,2,6,1,2,3,3,2,2
655,909,39,1383,2,3,4,42,2,2,4,5204,7790,8,11,3,3,2,13,2,3,5,4,0,4,3,9,1,1,2,1,2,2
656,910,33,1075,3,2,4,57,3,1,2,2277,22650,3,11,3,3,1,7,4,4,4,3,0,3,3,9,6,2,3,1,1,2
657,911,32,374,25,4,1,87,3,1,4,2795,18016,1,24,4,3,0,1,2,1,1,0,0,1,2,3,1,2,1,1,1,1
658,912,29,1086,7,1,1,62,2,1,4,2532,6054,6,14,3,3,3,8,5,3,4,3,0,3,2,3,3,1,3,1,2,2
659,913,44,661,9,2,2,61,3,1,1,2559,7508,1,13,3,4,0,8,0,3,8,7,7,1,2,2,1,2,2,1,1,2
660,916,28,821,5,4,1,98,3,2,4,4908,24252,1,14,3,2,0,4,3,3,4,2,0,2,1,1,3,2,1,1,2,2
661,918,58,781,2,1,4,57,2,1,4,2380,13384,9,14,3,4,1,3,3,2,1,0,0,0,2,3,1,2,3,2,1,1
662,920,43,177,8,3,1,55,3,2,2,4765,23814,4,21,4,3,1,4,2,4,1,0,0,0,2,4,1,1,3,1,2,2
663,922,20,500,2,3,3,49,2,1,3,2044,22052,1,13,3,4,0,2,3,2,2,2,0,2,1,7,3,1,1,1,2,1
664,923,21,1427,18,1,4,65,3,1,4,2693,8870,1,19,3,1,0,1,3,2,1,0,0,0,2,2,2,1,1,1,2,1
665,924,36,1425,14,1,3,68,3,2,4,6586,4821,0,17,3,1,1,17,2,2,16,8,4,11,2,5,1,2,2,1,1,2
666,925,47,1454,2,4,4,65,2,1,4,3294,13137,1,18,3,1,0,3,3,2,3,2,1,2,1,7,1,1,1,1,1,2
667,926,22,617,3,1,2,34,3,2,3,4171,10022,0,19,3,1,1,4,3,4,3,2,0,2,2,4,1,1,2,1,1,1
668,927,41,1085,2,4,2,57,1,1,4,2778,17725,4,13,3,3,1,10,1,2,7,7,1,0,2,3,1,1,3,1,1,1
669,930,28,995,9,3,3,77,3,1,3,2377,9834,5,18,3,2,1,6,2,3,2,2,2,2,2,2,3,1,3,1,2,2
670,932,39,1122,6,3,4,70,3,1,1,2404,4303,7,21,4,4,0,8,2,1,2,2,2,2,2,3,3,2,2,1,1,1
671,933,27,618,4,3,2,76,3,1,3,2318,17808,1,19,3,3,0,1,2,3,1,1,0,0,2,2,1,1,1,1,2,2
672,934,34,546,10,3,2,83,3,1,2,2008,6896,1,14,3,2,2,1,3,3,1,0,1,0,2,3,1,2,3,1,2,2
673,936,42,462,14,2,3,68,2,2,3,6244,7824,7,17,3,1,0,10,6,3,5,4,0,3,1,1,3,1,1,1,2,2
674,939,33,1198,1,4,3,100,2,1,1,2799,3339,3,11,3,2,0,6,1,3,3,2,0,2,2,2,2,2,1,1,1,2
675,940,58,1272,5,3,3,37,2,3,2,10552,9255,2,13,3,4,1,24,3,3,6,0,0,4,2,5,5,1,3,1,1,2
676,941,31,154,7,4,2,41,2,1,3,2329,11737,3,15,3,2,0,13,2,4,7,7,5,2,1,7,1,2,2,1,2,2
677,942,35,1137,21,1,4,51,3,2,4,4014,19170,1,25,4,4,1,10,2,1,10,6,0,7,2,5,1,1,2,1,1,2
678,944,49,527,8,2,1,51,3,3,2,7403,22477,4,11,3,3,1,29,3,2,26,9,1,7,2,3,2,1,2,1,2,2
679,945,48,1469,20,4,4,51,3,1,3,2259,5543,4,17,3,1,2,13,2,2,0,0,0,0,2,2,3,2,2,1,2,2
680,947,31,1188,20,2,4,45,3,2,3,6932,24406,1,13,3,4,1,9,2,2,9,8,0,0,1,1,4,1,2,3,2,2
681,949,36,188,7,4,2,65,3,1,4,4678,23293,2,18,3,3,0,8,6,3,6,2,0,1,2,2,2,2,1,1,2,2
682,950,38,1333,1,3,4,80,3,3,1,13582,16292,1,13,3,2,1,15,3,3,15,12,5,11,2,8,5,1,2,1,2,2
683,951,32,1184,1,3,3,70,2,1,2,2332,3974,6,20,4,3,0,5,3,3,3,0,0,2,2,3,1,1,2,3,2,2
684,952,25,867,19,2,3,36,2,1,2,2413,18798,1,18,3,3,3,1,2,3,1,0,0,0,1,7,4,2,2,1,1,1
685,954,40,658,10,4,1,67,2,3,2,9705,20652,2,12,3,2,1,11,2,2,1,0,0,0,1,1,4,2,3,1,2,2
686,956,26,1283,1,3,3,52,2,2,1,4294,11148,1,12,3,2,0,7,2,3,7,7,0,7,1,1,3,2,1,2,2,2
687,957,41,263,6,3,4,59,3,1,1,4721,3119,2,13,3,3,0,20,3,3,18,13,2,17,2,3,3,2,1,1,1,2
688,958,36,938,2,4,3,79,3,1,3,2519,12287,4,21,4,3,0,16,6,3,11,8,3,9,2,3,3,2,1,1,2,2
689,959,19,419,21,3,4,37,2,1,2,2121,9947,1,13,3,2,0,1,3,4,1,0,0,0,1,7,2,2,1,1,1,1
690,960,20,129,4,3,1,84,3,1,1,2973,13008,1,19,3,2,0,1,2,3,1,0,0,0,2,3,5,2,1,1,2,1
691,961,31,616,12,3,4,41,3,2,4,5855,17369,0,11,3,3,2,10,2,1,9,7,8,5,2,5,3,1,2,1,1,2
692,964,40,1469,9,4,4,35,3,1,2,3617,25063,8,14,3,4,1,3,2,3,1,1,0,0,2,2,3,2,3,2,1,2
693,966,32,498,3,4,3,93,3,2,1,6725,13554,1,12,3,3,1,8,2,4,8,7,6,3,2,4,3,1,2,1,2,2
694,967,36,530,3,1,3,51,2,3,4,10325,5518,1,11,3,1,1,16,6,3,16,7,3,7,1,1,1,2,2,1,1,1
695,969,33,1069,1,3,2,42,2,2,4,6949,12291,0,14,3,1,0,6,3,3,5,0,1,4,2,5,1,1,1,1,2,2
696,970,37,625,1,4,1,46,2,3,3,10609,14922,5,11,3,3,0,17,2,1,14,1,11,7,1,1,1,2,2,1,2,1
697,972,45,805,4,2,3,57,3,2,2,4447,23163,1,12,3,2,0,9,5,2,9,7,0,8,2,3,1,2,2,3,2,2
698,974,29,1404,20,3,3,84,3,1,4,2157,18203,1,15,3,2,1,3,5,3,3,1,0,2,1,7,5,1,2,2,2,2
699,975,35,1219,18,3,3,86,3,2,3,4601,6179,1,16,3,2,0,5,3,3,5,2,1,0,1,1,3,1,2,1,2,2
700,976,52,1053,1,2,4,70,3,4,4,17099,13829,2,15,3,2,1,26,2,2,9,8,7,8,2,6,1,2,2,1,2,2
701,977,58,289,2,3,4,51,3,1,3,2479,26227,4,24,4,1,0,7,4,3,1,0,0,0,2,2,5,2,1,1,2,1
702,981,53,1376,2,2,3,45,3,4,3,14852,13938,6,13,3,3,1,22,3,4,17,13,15,2,1,6,3,2,3,1,2,2
703,982,30,231,8,2,3,62,3,3,3,7264,9977,5,11,3,1,1,10,2,4,8,4,7,7,1,1,2,2,3,1,2,2
704,983,38,152,10,3,3,85,3,2,4,5666,19899,1,13,3,2,0,6,1,3,5,3,1,3,1,1,5,1,1,3,1,2
705,984,35,882,3,4,4,92,3,3,4,7823,6812,6,13,3,2,1,12,2,3,10,9,0,8,1,1,1,2,3,1,2,2
706,985,39,903,2,5,1,41,4,3,3,7880,2560,0,18,3,4,0,9,3,3,8,7,0,7,1,1,1,2,1,1,2,2
707,986,40,1479,24,3,2,100,4,4,2,13194,17071,4,16,3,4,0,22,2,2,1,0,0,0,1,1,1,1,1,3,1,1
708,987,47,1379,16,4,3,64,4,2,3,5067,6759,1,19,3,3,0,20,3,4,19,10,2,7,2,4,3,2,3,2,1,2
709,990,36,1229,8,4,1,84,3,2,4,5079,25952,4,13,3,4,2,12,3,3,7,7,0,7,1,1,5,2,3,3,2,2
710,991,31,335,9,2,3,46,2,1,1,2321,10322,0,22,4,1,0,4,0,3,3,2,1,2,2,2,3,2,1,3,1,1
711,992,33,722,17,3,4,38,3,4,3,17444,20489,1,11,3,4,0,10,2,3,10,8,6,0,1,6,1,2,1,3,2,2
712,994,29,906,10,3,4,92,2,1,1,2404,11479,6,20,4,3,0,3,5,3,0,0,0,0,2,2,1,1,1,1,1,1
713,995,33,461,13,1,2,53,3,1,4,3452,17241,3,18,3,1,0,5,4,3,3,2,0,2,2,2,1,1,1,1,2,2
714,996,45,974,1,4,4,91,3,1,4,2270,11005,3,14,3,4,2,8,2,3,5,3,0,2,2,3,3,1,3,1,2,2
715,997,50,1126,1,2,4,66,3,4,4,17399,6615,9,22,4,3,1,32,1,2,5,4,1,3,2,8,3,2,3,1,2,2
716,998,33,827,1,4,3,84,4,2,2,5488,20161,1,13,3,1,1,6,2,3,6,5,1,2,2,5,2,1,2,2,1,2
717,999,41,840,9,3,1,64,3,5,3,19419,3735,2,17,3,2,1,21,2,4,18,16,0,11,2,8,3,2,3,2,2,2
718,1001,27,1134,16,4,3,37,3,1,2,2811,12086,9,14,3,2,1,4,2,3,2,2,2,2,2,3,5,1,2,1,2,2
719,1002,45,248,23,2,4,42,3,2,1,3633,14039,1,15,3,3,1,9,2,3,9,8,0,8,2,3,1,2,2,3,1,2
720,1003,47,955,4,2,4,83,3,2,4,4163,8571,1,17,3,3,0,9,0,3,9,0,0,7,1,1,1,1,1,1,1,2
721,1004,30,138,22,3,1,48,3,1,3,2132,11539,4,11,3,2,0,7,2,3,5,2,0,1,2,2,1,1,2,1,1,1
722,1005,50,939,24,3,4,95,3,4,3,13973,4161,3,18,3,4,1,22,2,3,12,11,1,5,2,4,1,2,2,1,1,2
723,1006,38,1391,10,1,3,66,3,1,3,2684,12127,0,17,3,2,1,3,0,2,2,1,0,2,2,2,3,2,2,2,2,2
724,1007,46,566,7,2,4,75,3,3,3,10845,24208,6,13,3,2,1,13,3,3,8,7,0,7,2,4,3,2,3,1,2,2
725,1009,24,1206,17,1,4,41,2,2,3,4377,24117,1,15,3,2,2,5,6,3,4,2,3,2,2,4,3,1,3,1,2,2
726,1010,35,622,14,4,3,39,2,1,2,3743,10074,1,24,4,4,1,5,2,1,4,2,0,2,2,3,2,2,3,1,1,1
727,1011,31,853,1,1,3,96,3,2,1,4148,11275,1,12,3,3,1,4,1,3,4,3,0,3,2,4,1,1,2,2,2,2
728,1012,18,287,5,2,2,73,3,1,4,1051,13493,1,15,3,4,0,0,2,3,0,0,0,0,2,2,1,2,1,3,2,2
729,1013,54,1441,17,3,3,56,3,3,3,10739,13943,8,11,3,3,1,22,2,3,10,7,0,8,2,4,5,1,2,1,2,2
730,1014,35,583,25,4,3,57,3,3,3,10388,6975,1,11,3,3,1,16,3,2,16,10,10,1,2,5,3,1,3,1,1,2
731,1015,30,153,8,2,2,73,4,3,1,11416,17802,0,12,3,3,3,9,4,2,8,7,1,7,2,8,1,1,2,1,1,2
732,1016,20,1097,11,3,4,98,2,1,1,2600,18275,1,15,3,1,0,1,2,3,1,0,0,0,2,2,3,1,1,1,1,1
733,1017,30,109,5,3,2,60,3,1,2,2422,25725,0,17,3,1,0,4,3,3,3,2,1,2,2,3,3,1,1,2,2,1
734,1018,26,1066,2,2,4,32,4,2,4,5472,3334,1,12,3,2,0,8,2,3,8,7,1,3,2,4,3,2,2,1,2,2
735,1019,22,217,8,1,2,94,1,1,1,2451,6881,1,15,3,1,1,4,3,2,4,3,1,1,2,3,1,2,2,1,2,2
736,1022,48,277,6,3,1,97,2,2,3,4240,13119,2,13,3,4,0,19,0,3,2,2,2,2,2,5,1,2,1,1,2,2
737,1024,48,1355,4,4,3,78,2,3,3,10999,22245,7,14,3,2,0,27,3,3,15,11,4,8,2,5,1,2,1,1,2,2
738,1025,41,549,7,2,4,42,3,2,3,5003,23371,6,14,3,2,0,8,6,3,2,2,2,1,2,4,3,1,1,1,2,2
739,1026,39,466,1,1,4,65,2,4,4,12742,7060,1,16,3,3,1,21,3,3,21,6,11,8,2,4,1,1,2,1,2,2
740,1027,27,1055,2,4,1,47,3,2,4,4227,4658,0,18,3,2,1,4,2,3,3,2,2,2,2,4,1,1,2,1,2,2
741,1028,35,802,10,3,2,45,3,1,4,3917,9541,1,20,4,1,1,3,4,2,3,2,1,2,2,3,2,2,3,1,2,2
742,1029,42,265,5,2,4,90,3,5,3,18303,7770,6,13,3,2,0,21,3,4,1,0,0,0,1,6,4,2,2,1,2,2
743,1030,50,804,9,3,1,64,3,1,4,2380,20165,4,18,3,2,0,8,5,3,1,0,0,0,2,3,1,2,2,1,2,2
744,1032,59,715,2,3,3,69,2,4,4,13726,21829,3,13,3,1,0,30,4,3,5,3,4,3,2,4,1,1,1,1,1,2
745,1033,37,1141,11,2,1,61,1,2,2,4777,14382,5,15,3,1,0,15,2,1,1,0,0,0,2,5,3,1,2,1,2,1
746,1034,55,135,18,4,3,62,3,2,2,6385,12992,3,14,3,4,2,17,3,3,8,7,6,7,2,5,3,2,2,2,1,2
747,1035,41,247,7,1,2,55,1,5,3,19973,20284,1,22,4,2,2,21,3,3,21,16,5,10,2,8,1,1,3,3,2,2
748,1036,38,1035,3,4,2,42,3,2,4,6861,4981,8,12,3,3,0,19,1,3,1,0,0,0,1,1,1,2,1,1,1,2
749,1037,26,265,29,2,2,79,1,2,1,4969,21813,8,18,3,4,0,7,6,3,2,2,2,2,1,1,3,2,1,3,2,1
750,1038,52,266,2,1,1,57,1,5,4,19845,25846,1,15,3,4,1,33,3,3,32,14,6,9,1,6,4,1,2,1,2,1
751,1039,44,1448,28,3,4,53,4,4,4,13320,11737,3,18,3,3,1,23,2,3,12,11,11,11,1,1,3,1,2,1,1,2
752,1040,50,145,1,3,4,95,3,2,3,6347,24920,0,12,3,1,1,19,3,3,18,7,0,13,1,1,1,1,2,3,2,2
753,1042,36,885,16,4,3,43,4,1,1,2743,8269,1,16,3,3,0,18,1,3,17,13,15,14,2,3,1,1,1,1,2,1
754,1043,39,945,22,3,4,82,3,3,1,10880,5083,1,13,3,3,0,21,2,3,21,6,2,8,2,4,3,1,1,2,1,2
755,1044,33,1038,8,1,2,88,2,1,4,2342,21437,0,19,3,4,0,3,2,2,2,2,2,2,1,7,1,1,1,3,2,2
756,1045,45,1234,11,2,4,90,3,4,4,17650,5404,3,13,3,2,1,26,4,4,9,3,1,1,1,6,1,1,2,1,2,2
757,1046,32,1109,29,4,4,69,3,1,3,4025,11135,9,12,3,2,0,10,2,3,8,7,7,7,2,3,3,1,1,3,2,2
758,1047,34,216,1,4,2,75,4,2,4,9725,12278,0,11,3,4,1,16,2,2,15,1,0,9,1,1,4,2,3,1,2,2
759,1048,59,1089,1,2,2,66,3,3,4,11904,11038,3,14,3,3,1,14,1,1,6,4,0,4,1,6,5,2,2,1,1,2
760,1049,45,788,24,4,2,36,3,1,2,2177,8318,1,16,3,1,0,6,3,3,6,3,0,4,3,9,3,2,1,1,2,2
761,1050,53,124,2,3,3,38,2,3,2,7525,23537,2,12,3,1,1,30,2,3,15,7,6,12,1,1,4,1,2,2,2,2
762,1052,36,660,15,3,1,81,3,2,3,4834,7858,7,14,3,2,1,9,3,2,1,0,0,0,2,3,2,2,3,1,2,1
763,1053,26,342,2,3,1,57,3,1,1,2042,15346,6,14,3,2,1,6,2,3,3,2,1,2,2,2,1,2,2,2,1,1
764,1055,34,1333,10,4,3,87,3,1,3,2220,18410,1,19,3,4,1,1,2,3,1,1,0,0,1,7,1,1,2,1,1,2
765,1056,28,1144,10,1,4,74,3,1,2,1052,23384,1,22,4,2,0,1,5,3,1,0,0,0,1,7,3,2,2,1,2,2
766,1060,38,1186,3,4,3,44,3,1,3,2821,2997,3,16,3,1,1,8,2,3,2,2,2,2,2,2,2,2,2,2,2,2
767,1061,50,1464,2,4,2,62,3,5,3,19237,12853,2,11,3,4,1,29,2,2,8,1,7,7,2,8,3,2,2,1,1,2
768,1062,37,124,3,3,4,35,3,2,2,4107,13848,3,15,3,1,0,8,3,2,4,3,0,1,2,5,2,1,1,1,2,2
769,1066,40,300,26,3,3,74,3,2,1,8396,22217,1,14,3,2,1,8,3,2,7,7,7,5,1,1,4,2,2,1,2,2
770,1068,26,921,1,1,1,66,2,1,3,2007,25265,1,13,3,3,2,5,5,3,5,3,1,3,2,2,3,1,3,2,2,2
771,1069,46,430,1,4,4,40,3,5,4,19627,21445,9,17,3,4,2,23,0,3,2,2,2,2,2,8,3,2,3,1,2,2
772,1070,54,1082,2,4,3,41,2,3,3,10686,8392,6,11,3,2,1,13,4,3,9,4,7,0,1,1,1,1,2,1,2,2
773,1071,56,1240,9,3,1,63,3,1,3,2942,12154,2,19,3,2,1,18,4,3,5,4,0,3,2,2,3,1,2,2,2,2
774,1073,36,796,12,5,4,51,2,3,4,8858,15669,0,11,3,2,0,15,2,2,14,8,7,8,2,4,3,1,1,1,2,2
775,1074,55,444,2,1,3,40,2,4,1,16756,17323,7,15,3,2,0,31,3,4,9,7,6,2,2,6,3,2,1,3,2,2
776,1076,43,415,25,3,3,79,2,3,4,10798,5268,5,13,3,3,1,18,5,3,1,0,0,0,1,1,3,2,3,1,2,2
777,1077,20,769,9,3,4,54,3,1,4,2323,17205,1,14,3,2,0,2,3,3,2,2,0,2,1,7,4,1,1,2,1,1
778,1079,21,1334,10,3,3,36,2,1,1,1416,17258,1,13,3,1,0,1,6,2,1,0,1,0,2,3,1,1,1,1,2,1
779,1080,46,1003,8,4,4,74,2,2,1,4615,21029,8,23,4,1,3,19,2,3,16,13,1,7,2,2,1,1,3,1,1,2
780,1081,51,1323,4,4,1,34,3,1,3,2461,10332,9,12,3,3,3,18,2,4,10,0,2,7,2,2,1,2,2,1,1,1
781,1082,28,1366,24,2,2,72,2,3,1,8722,12355,1,12,3,1,0,10,2,2,10,7,1,9,2,5,5,2,1,3,2,1
782,1083,26,192,1,2,1,59,2,1,1,3955,11141,1,16,3,1,2,6,2,3,5,3,1,3,2,3,3,2,2,1,2,2
783,1084,30,1176,20,3,3,85,3,2,1,9957,9096,0,15,3,3,1,7,1,2,6,2,0,2,2,4,2,2,2,1,2,2
784,1085,41,509,7,2,2,43,4,1,3,3376,18863,1,13,3,3,0,10,3,3,10,6,0,8,2,2,5,1,2,1,2,2
785,1088,38,330,17,1,3,65,2,3,3,8823,24608,0,18,3,1,1,20,4,2,19,9,1,9,2,5,1,1,2,1,2,2
786,1092,40,1492,20,4,1,61,3,3,4,10322,26542,4,20,4,4,1,14,6,3,11,10,11,1,2,5,5,2,2,1,2,2
787,1094,27,1277,8,5,1,87,1,1,3,4621,5869,1,19,3,4,3,3,4,3,3,2,1,2,2,3,1,2,2,3,2,2
788,1096,55,1091,2,1,4,65,3,3,2,10976,15813,3,18,3,2,1,23,4,3,3,2,1,2,2,4,1,2,2,2,2,2
789,1097,28,857,10,3,3,59,3,2,3,3660,7909,3,13,3,4,0,10,4,4,8,7,1,7,2,2,2,1,1,1,2,2
790,1098,44,1376,1,2,2,91,2,3,1,10482,2326,9,14,3,4,1,24,1,3,20,6,3,6,3,9,3,2,2,1,2,1
791,1099,33,654,5,3,4,34,2,3,4,7119,21214,4,15,3,3,1,9,2,3,3,2,1,2,2,5,1,2,3,1,2,2
792,1100,35,1204,4,3,4,86,3,3,1,9582,10333,0,22,4,1,0,9,2,3,8,7,4,7,1,1,5,2,1,1,1,1
793,1101,33,827,29,4,1,54,2,2,3,4508,3129,1,22,4,2,0,14,4,3,13,7,3,8,2,2,3,1,1,2,2,1
794,1102,28,895,15,2,1,50,3,1,3,2207,22482,1,16,3,4,1,4,5,2,4,2,2,2,2,3,1,2,3,1,2,2
795,1103,34,618,3,1,1,45,3,2,4,7756,22266,0,17,3,3,0,7,1,2,6,2,0,4,2,5,1,2,1,2,2,2
